#from vertex, to vertex, sense, rise constraint, fall constaint
EmInst_3013/EmInst_2712/EmInst_2653/CK,EmInst_3013/EmInst_2712/EmInst_2653/E,setup_rising,0.182581,0.306284
EmInst_3013/EmInst_2712/EmInst_1757/CK,EmInst_3013/EmInst_2712/EmInst_1757/D,setup_rising,0.143463,0.109411
EmInst_3013/EmInst_2712/EmInst_1710/CK,EmInst_3013/EmInst_2712/EmInst_1710/E,setup_rising,0.188929,0.305369
EmInst_3013/EmInst_2712/EmInst_1499/CK,EmInst_3013/EmInst_2712/EmInst_1499/D,setup_rising,0.141402,0.103694
EmInst_3013/EmInst_2712/EmInst_1693/CK,EmInst_3013/EmInst_2712/EmInst_1693/D,setup_rising,0.140819,0.102423
EmInst_3013/EmInst_2712/EmInst_1202/CK,EmInst_3013/EmInst_2712/EmInst_1202/E,setup_rising,0.180601,0.301515
EmInst_3013/EmInst_2712/EmInst_1196/CK,EmInst_3013/EmInst_2712/EmInst_1196/E,setup_rising,0.274178,0.407952
EmInst_3013/EmInst_2712/EmInst_1143/CK,EmInst_3013/EmInst_2712/EmInst_1143/D,setup_rising,0.247988,0.195547
EmInst_3013/EmInst_2712/EmInst_1281/CK,EmInst_3013/EmInst_2712/EmInst_1281/E,setup_rising,0.185961,0.304105
EmInst_3013/EmInst_2712/EmInst_1718/CK,EmInst_3013/EmInst_2712/EmInst_1718/D,setup_rising,0.13974,0.101719
EmInst_3013/EmInst_2712/EmInst_1338/CK,EmInst_3013/EmInst_2712/EmInst_1338/E,setup_rising,0.18593,0.304083
EmInst_3013/EmInst_2712/EmInst_1182/CK,EmInst_3013/EmInst_2712/EmInst_1182/D,setup_rising,0.251387,0.206904
EmInst_296/CK,EmInst_296/D,setup_rising,0.165109,0.162064
EmInst_3013/EmInst_2712/EmInst_1154/CK,EmInst_3013/EmInst_2712/EmInst_1154/D,setup_rising,0.251387,0.206904
EmInst_3013/EmInst_2712/EmInst_1788/CK,EmInst_3013/EmInst_2712/EmInst_1788/D,setup_rising,0.141554,0.109082
EmInst_3007/CK,EmInst_3007/D,setup_rising,0.068945,0
EmInst_3013/EmInst_2712/EmInst_1183/CK,EmInst_3013/EmInst_2712/EmInst_1183/D,setup_rising,0.253789,0.209082
EmInst_2977/CK,EmInst_2977/D,setup_rising,0.148735,0.173897
EmInst_747/CK,EmInst_747/E,setup_rising,0.456,0.378551
EmInst_3013/EmInst_2712/EmInst_1530/CK,EmInst_3013/EmInst_2712/EmInst_1530/E,setup_rising,0.206881,0.285532
EmInst_3013/EmInst_2712/EmInst_1478/CK,EmInst_3013/EmInst_2712/EmInst_1478/D,setup_rising,0.143017,0.107464
EmInst_3013/EmInst_2712/EmInst_1166/CK,EmInst_3013/EmInst_2712/EmInst_1166/E,setup_rising,0.180357,0.294854
EmInst_3013/EmInst_2712/EmInst_1758/CK,EmInst_3013/EmInst_2712/EmInst_1758/D,setup_rising,0.143007,0.107461
EmInst_3013/EmInst_2712/EmInst_1519/CK,EmInst_3013/EmInst_2712/EmInst_1519/D,setup_rising,0.143026,0.107483
EmInst_3013/EmInst_2712/EmInst_1175/CK,EmInst_3013/EmInst_2712/EmInst_1175/D,setup_rising,0.250559,0.201547
EmInst_2994/CK,EmInst_2994/D,setup_rising,0.105819,0.022397
EmInst_3013/EmInst_2712/EmInst_1378/CK,EmInst_3013/EmInst_2712/EmInst_1378/D,setup_rising,0.143017,0.107464
EmInst_2965/CK,EmInst_2965/E,setup_rising,0.09166,0.254097
EmInst_3013/EmInst_2712/EmInst_1429/CK,EmInst_3013/EmInst_2712/EmInst_1429/E,setup_rising,0.175049,0.302632
EmInst_3013/EmInst_2712/EmInst_1679/CK,EmInst_3013/EmInst_2712/EmInst_1679/E,setup_rising,0.322989,0.426379
EmInst_765/CK,EmInst_765/D,setup_rising,0.155304,0.151903
EmInst_3013/EmInst_2712/EmInst_2650/CK,EmInst_3013/EmInst_2712/EmInst_2650/E,setup_rising,0.183567,0.302768
EmInst_3013/EmInst_2712/EmInst_1486/CK,EmInst_3013/EmInst_2712/EmInst_1486/E,setup_rising,0.177991,0.292521
EmInst_3013/EmInst_2712/EmInst_1122/CK,EmInst_3013/EmInst_2712/EmInst_1122/D,setup_rising,0.252769,0.206858
EmInst_3013/EmInst_2712/EmInst_1673/CK,EmInst_3013/EmInst_2712/EmInst_1673/E,setup_rising,0.182444,0.296003
EmInst_3013/EmInst_2712/EmInst_1522/CK,EmInst_3013/EmInst_2712/EmInst_1522/E,setup_rising,0.308433,0.407644
EmInst_3013/EmInst_2712/EmInst_2648/CK,EmInst_3013/EmInst_2712/EmInst_2648/E,setup_rising,0.186903,0.296804
EmInst_3013/EmInst_2712/EmInst_1772/CK,EmInst_3013/EmInst_2712/EmInst_1772/D,setup_rising,0.140862,0.103342
EmInst_3013/EmInst_2712/EmInst_1417/CK,EmInst_3013/EmInst_2712/EmInst_1417/D,setup_rising,0.142385,0.105996
EmInst_3013/EmInst_2712/EmInst_1088/CK,EmInst_3013/EmInst_2712/EmInst_1088/E,setup_rising,0.1773,0.293745
EmInst_2970/CK,EmInst_2970/E,setup_rising,0.426903,0.301826
EmInst_3013/EmInst_2712/EmInst_1439/CK,EmInst_3013/EmInst_2712/EmInst_1439/E,setup_rising,0.180088,0.293748
EmInst_3013/EmInst_2712/EmInst_1398/CK,EmInst_3013/EmInst_2712/EmInst_1398/E,setup_rising,0.175493,0.285957
EmInst_3013/EmInst_2712/EmInst_1198/CK,EmInst_3013/EmInst_2712/EmInst_1198/D,setup_rising,0.282213,0.259532
EmInst_3013/EmInst_2712/EmInst_1456/CK,EmInst_3013/EmInst_2712/EmInst_1456/D,setup_rising,0.104047,0.077034
EmInst_3013/EmInst_2712/EmInst_1264/CK,EmInst_3013/EmInst_2712/EmInst_1264/D,setup_rising,0.252096,0.206713
EmInst_3013/EmInst_2712/EmInst_1431/CK,EmInst_3013/EmInst_2712/EmInst_1431/E,setup_rising,0.183812,0.287842
EmInst_3013/EmInst_2712/EmInst_1322/CK,EmInst_3013/EmInst_2712/EmInst_1322/E,setup_rising,0.187261,0.298571
EmInst_687/CK,EmInst_687/D,setup_rising,0.098933,0.073024
EmInst_58/CK,EmInst_58/D0,setup_rising,0.132326,0.129897
EmInst_3013/EmInst_2712/EmInst_1394/CK,EmInst_3013/EmInst_2712/EmInst_1394/E,setup_rising,0.186835,0.294939
EmInst_3013/EmInst_2712/EmInst_1361/CK,EmInst_3013/EmInst_2712/EmInst_1361/D,setup_rising,0.141402,0.103694
EmInst_3006/CK,EmInst_3006/RN,setup_rising,0.08781,0.073179
EmInst_3013/EmInst_2712/EmInst_1446/CK,EmInst_3013/EmInst_2712/EmInst_1446/D,setup_rising,0.1356,0.092878
EmInst_3013/EmInst_2712/EmInst_1461/CK,EmInst_3013/EmInst_2712/EmInst_1461/D,setup_rising,0.142186,0.114113
EmInst_3013/EmInst_2712/EmInst_1277/CK,EmInst_3013/EmInst_2712/EmInst_1277/D,setup_rising,0.25203,0.206558
EmInst_3013/EmInst_2712/EmInst_1265/CK,EmInst_3013/EmInst_2712/EmInst_1265/E,setup_rising,0.180242,0.295057
EmInst_3013/EmInst_2712/EmInst_1095/CK,EmInst_3013/EmInst_2712/EmInst_1095/E,setup_rising,0.207038,0.279788
EmInst_289/CK,EmInst_289/E,setup_rising,0.186128,0.310322
EmInst_3013/EmInst_2712/EmInst_1408/CK,EmInst_3013/EmInst_2712/EmInst_1408/D,setup_rising,0.138112,0.09615
EmInst_3013/EmInst_2712/EmInst_1485/CK,EmInst_3013/EmInst_2712/EmInst_1485/D,setup_rising,0.142385,0.105996
EmInst_57/CK,EmInst_57/S0,setup_rising,0.132095,0.142014
EmInst_3013/EmInst_2712/EmInst_1305/CK,EmInst_3013/EmInst_2712/EmInst_1305/E,setup_rising,0.311313,0.422547
EmInst_3013/EmInst_2712/EmInst_1777/CK,EmInst_3013/EmInst_2712/EmInst_1777/E,setup_rising,0.187291,0.29737
EmInst_3013/EmInst_2712/EmInst_1425/CK,EmInst_3013/EmInst_2712/EmInst_1425/D,setup_rising,0.140772,0.106666
EmInst_3013/EmInst_2712/EmInst_1225/CK,EmInst_3013/EmInst_2712/EmInst_1225/E,setup_rising,0.271872,0.406474
EmInst_3013/EmInst_2712/EmInst_1105/CK,EmInst_3013/EmInst_2712/EmInst_1105/E,setup_rising,0.175265,0.291372
EmInst_3013/EmInst_2712/EmInst_1253/CK,EmInst_3013/EmInst_2712/EmInst_1253/D,setup_rising,0.249265,0.200107
EmInst_2981/CK,EmInst_2981/D,setup_rising,0.199776,0.347918
EmInst_3013/EmInst_2712/EmInst_1739/CK,EmInst_3013/EmInst_2712/EmInst_1739/D,setup_rising,0.143391,0.109242
EmInst_748/CK,EmInst_748/E,setup_rising,0.426903,0.301826
EmInst_3013/EmInst_2712/EmInst_1678/CK,EmInst_3013/EmInst_2712/EmInst_1678/E,setup_rising,0.188672,0.292028
EmInst_745/CK,EmInst_745/D,setup_rising,0.142427,0.151115
EmInst_3013/EmInst_2712/EmInst_1149/CK,EmInst_3013/EmInst_2712/EmInst_1149/D,setup_rising,0.250559,0.201547
EmInst_3013/EmInst_2712/EmInst_1766/CK,EmInst_3013/EmInst_2712/EmInst_1766/E,setup_rising,0.187236,0.304715
EmInst_3013/EmInst_2712/EmInst_1761/CK,EmInst_3013/EmInst_2712/EmInst_1761/E,setup_rising,0.278252,0.410853
EmInst_3013/EmInst_2712/EmInst_1284/CK,EmInst_3013/EmInst_2712/EmInst_1284/E,setup_rising,0.185824,0.297875
EmInst_3013/EmInst_2712/EmInst_1316/CK,EmInst_3013/EmInst_2712/EmInst_1316/D,setup_rising,0.139475,0.099339
EmInst_56/CK,EmInst_56/S0,setup_rising,0.132095,0.142014
EmInst_3013/EmInst_2712/EmInst_1677/CK,EmInst_3013/EmInst_2712/EmInst_1677/D,setup_rising,0.143733,0.109587
EmInst_3013/EmInst_2712/EmInst_1410/CK,EmInst_3013/EmInst_2712/EmInst_1410/D,setup_rising,0.155257,0.152918
EmInst_3013/EmInst_2712/EmInst_1087/CK,EmInst_3013/EmInst_2712/EmInst_1087/E,setup_rising,0.185162,0.307536
EmInst_3013/EmInst_2712/EmInst_1490/CK,EmInst_3013/EmInst_2712/EmInst_1490/E,setup_rising,0.180907,0.296146
EmInst_3013/EmInst_2712/EmInst_1675/CK,EmInst_3013/EmInst_2712/EmInst_1675/E,setup_rising,0.186884,0.304362
EmInst_3013/EmInst_2712/EmInst_1787/CK,EmInst_3013/EmInst_2712/EmInst_1787/E,setup_rising,0.184552,0.295664
EmInst_3013/EmInst_2712/EmInst_1525/CK,EmInst_3013/EmInst_2712/EmInst_1525/D,setup_rising,0.142267,0.105808
EmInst_3013/EmInst_2712/EmInst_1771/CK,EmInst_3013/EmInst_2712/EmInst_1771/D,setup_rising,0.140819,0.102423
EmInst_3013/EmInst_2712/EmInst_1206/CK,EmInst_3013/EmInst_2712/EmInst_1206/E,setup_rising,0.185416,0.304841
EmInst_475/CK,EmInst_475/D,setup_rising,0.149462,0.175398
EmInst_3013/EmInst_2712/EmInst_1685/CK,EmInst_3013/EmInst_2712/EmInst_1685/E,setup_rising,0.184883,0.2974
EmInst_3013/EmInst_2712/EmInst_1716/CK,EmInst_3013/EmInst_2712/EmInst_1716/D,setup_rising,0.140862,0.103342
EmInst_3013/EmInst_2712/EmInst_1190/CK,EmInst_3013/EmInst_2712/EmInst_1190/D,setup_rising,0.253789,0.209082
EmInst_3013/EmInst_2712/EmInst_1170/CK,EmInst_3013/EmInst_2712/EmInst_1170/E,setup_rising,0.207038,0.279788
EmInst_3013/EmInst_2712/EmInst_1177/CK,EmInst_3013/EmInst_2712/EmInst_1177/E,setup_rising,0.180601,0.301508
EmInst_728/CK,EmInst_728/E,setup_rising,0.206027,0.315568
EmInst_300/CK,EmInst_300/E,setup_rising,0.189626,0.321716
EmInst_298/CK,EmInst_298/E,setup_rising,0.186239,0.310443
EmInst_3013/EmInst_2712/EmInst_1254/CK,EmInst_3013/EmInst_2712/EmInst_1254/D,setup_rising,0.252096,0.206713
EmInst_3013/EmInst_2712/EmInst_1722/CK,EmInst_3013/EmInst_2712/EmInst_1722/E,setup_rising,0.189295,0.305721
EmInst_3013/EmInst_2712/EmInst_1696/CK,EmInst_3013/EmInst_2712/EmInst_1696/D,setup_rising,0.141867,0.104801
EmInst_3013/EmInst_2712/EmInst_1444/CK,EmInst_3013/EmInst_2712/EmInst_1444/E,setup_rising,0.273936,0.393151
EmInst_3013/EmInst_2712/EmInst_1222/CK,EmInst_3013/EmInst_2712/EmInst_1222/E,setup_rising,0.185039,0.293997
EmInst_3013/EmInst_2712/EmInst_1075/CK,EmInst_3013/EmInst_2712/EmInst_1075/D,setup_rising,0.248836,0.197681
EmInst_3013/EmInst_2712/EmInst_1184/CK,EmInst_3013/EmInst_2712/EmInst_1184/D,setup_rising,0.250287,0.203574
EmInst_3013/EmInst_2712/EmInst_1387/CK,EmInst_3013/EmInst_2712/EmInst_1387/E,setup_rising,0.180118,0.29511
EmInst_3013/EmInst_2712/EmInst_1315/CK,EmInst_3013/EmInst_2712/EmInst_1315/D,setup_rising,0.14224,0.10579
EmInst_3013/EmInst_2712/EmInst_1301/CK,EmInst_3013/EmInst_2712/EmInst_1301/E,setup_rising,0.185793,0.296474
EmInst_3013/EmInst_2712/EmInst_1329/CK,EmInst_3013/EmInst_2712/EmInst_1329/D,setup_rising,0.141462,0.105694
EmInst_3013/EmInst_2712/EmInst_1155/CK,EmInst_3013/EmInst_2712/EmInst_1155/D,setup_rising,0.253794,0.209095
EmInst_3013/EmInst_2712/EmInst_1721/CK,EmInst_3013/EmInst_2712/EmInst_1721/E,setup_rising,0.189005,0.289522
EmInst_3013/EmInst_2712/EmInst_1291/CK,EmInst_3013/EmInst_2712/EmInst_1291/E,setup_rising,0.183716,0.294637
EmInst_3013/EmInst_2712/EmInst_1485/CK,EmInst_3013/EmInst_2712/EmInst_1485/E,setup_rising,0.185961,0.304112
EmInst_3013/EmInst_2712/EmInst_1775/CK,EmInst_3013/EmInst_2712/EmInst_1775/E,setup_rising,0.184913,0.297434
EmInst_3013/EmInst_2712/EmInst_1153/CK,EmInst_3013/EmInst_2712/EmInst_1153/E,setup_rising,0.201594,0.27327
EmInst_3013/EmInst_2712/EmInst_1306/CK,EmInst_3013/EmInst_2712/EmInst_1306/D,setup_rising,0.252096,0.206713
EmInst_3013/EmInst_2712/EmInst_1725/CK,EmInst_3013/EmInst_2712/EmInst_1725/E,setup_rising,0.189038,0.309415
EmInst_3013/EmInst_2712/EmInst_1533/CK,EmInst_3013/EmInst_2712/EmInst_1533/E,setup_rising,0.185971,0.296392
EmInst_3013/EmInst_2712/EmInst_1209/CK,EmInst_3013/EmInst_2712/EmInst_1209/D,setup_rising,0.250559,0.201547
EmInst_3013/EmInst_2712/EmInst_1298/CK,EmInst_3013/EmInst_2712/EmInst_1298/E,setup_rising,0.185961,0.304105
EmInst_3013/EmInst_2712/EmInst_1192/CK,EmInst_3013/EmInst_2712/EmInst_1192/D,setup_rising,0.252892,0.20699
EmInst_3013/EmInst_2712/EmInst_1403/CK,EmInst_3013/EmInst_2712/EmInst_1403/D,setup_rising,0.138669,0.097368
EmInst_3013/EmInst_2712/EmInst_1271/CK,EmInst_3013/EmInst_2712/EmInst_1271/E,setup_rising,0.206501,0.289376
EmInst_2988/CK,EmInst_2988/SE,setup_rising,0.233426,0.122415
EmInst_3013/EmInst_2712/EmInst_1294/CK,EmInst_3013/EmInst_2712/EmInst_1294/D,setup_rising,0.280748,0.258132
EmInst_305/CK,EmInst_305/E,setup_rising,0.189615,0.321705
EmInst_3013/EmInst_2712/EmInst_1680/CK,EmInst_3013/EmInst_2712/EmInst_1680/D,setup_rising,0.143463,0.109411
EmInst_3013/EmInst_2712/EmInst_1133/CK,EmInst_3013/EmInst_2712/EmInst_1133/D,setup_rising,0.253213,0.207895
EmInst_3013/EmInst_2712/EmInst_1791/CK,EmInst_3013/EmInst_2712/EmInst_1791/D,setup_rising,0.108007,0.093913
EmInst_3013/EmInst_2712/EmInst_1080/CK,EmInst_3013/EmInst_2712/EmInst_1080/D,setup_rising,0.285251,0.264949
EmInst_676/CK,EmInst_676/E,setup_rising,0.409921,0.576706
EmInst_429/CK,EmInst_429/D,setup_rising,0.148985,0.175212
EmInst_3013/EmInst_2712/EmInst_1470/CK,EmInst_3013/EmInst_2712/EmInst_1470/D,setup_rising,0.138669,0.097368
EmInst_3013/EmInst_2712/EmInst_1507/CK,EmInst_3013/EmInst_2712/EmInst_1507/E,setup_rising,0.181015,0.287503
EmInst_3013/EmInst_2712/EmInst_1334/CK,EmInst_3013/EmInst_2712/EmInst_1334/E,setup_rising,0.175265,0.291411
EmInst_3013/EmInst_2712/EmInst_1782/CK,EmInst_3013/EmInst_2712/EmInst_1782/D,setup_rising,0.143007,0.107461
EmInst_3013/EmInst_2712/EmInst_1450/CK,EmInst_3013/EmInst_2712/EmInst_1450/D,setup_rising,0.142385,0.105996
EmInst_3013/EmInst_2712/EmInst_1506/CK,EmInst_3013/EmInst_2712/EmInst_1506/D,setup_rising,0.139502,0.099356
EmInst_676/CK,EmInst_676/SE,setup_rising,0.360789,0.391608
EmInst_3013/EmInst_2712/EmInst_1416/CK,EmInst_3013/EmInst_2712/EmInst_1416/E,setup_rising,0.183448,0.302695
EmInst_764/CK,EmInst_764/E,setup_rising,0.179831,0.311322
EmInst_59/CK,EmInst_59/D0,setup_rising,0.132326,0.129897
EmInst_2991/CK,EmInst_2991/E,setup_rising,0.15436,0.288816
EmInst_3013/EmInst_2712/EmInst_1289/CK,EmInst_3013/EmInst_2712/EmInst_1289/E,setup_rising,0.185599,0.296211
EmInst_3013/EmInst_2712/EmInst_1304/CK,EmInst_3013/EmInst_2712/EmInst_1304/D,setup_rising,0.249976,0.204938
EmInst_742/CK,EmInst_742/D,setup_rising,0.112678,0.07614
EmInst_3013/EmInst_2712/EmInst_1074/CK,EmInst_3013/EmInst_2712/EmInst_1074/D,setup_rising,0.252769,0.206858
EmInst_3013/EmInst_2712/EmInst_1428/CK,EmInst_3013/EmInst_2712/EmInst_1428/E,setup_rising,0.178255,0.291003
EmInst_730/CK,EmInst_730/E,setup_rising,0.174174,0.291289
EmInst_3013/EmInst_2712/EmInst_1749/CK,EmInst_3013/EmInst_2712/EmInst_1749/E,setup_rising,0.183927,0.30312
EmInst_3013/EmInst_2712/EmInst_1385/CK,EmInst_3013/EmInst_2712/EmInst_1385/D,setup_rising,0.140872,0.102457
EmInst_3013/EmInst_2712/EmInst_1164/CK,EmInst_3013/EmInst_2712/EmInst_1164/D,setup_rising,0.252892,0.20699
EmInst_3013/EmInst_2712/EmInst_1416/CK,EmInst_3013/EmInst_2712/EmInst_1416/D,setup_rising,0.141277,0.103544
EmInst_3013/EmInst_2712/EmInst_1328/CK,EmInst_3013/EmInst_2712/EmInst_1328/D,setup_rising,0.138685,0.099213
EmInst_2978/CK,EmInst_2978/SE,setup_rising,0.233426,0.122415
EmInst_3013/EmInst_2712/EmInst_1414/CK,EmInst_3013/EmInst_2712/EmInst_1414/E,setup_rising,0.185971,0.296352
EmInst_3013/EmInst_2712/EmInst_1687/CK,EmInst_3013/EmInst_2712/EmInst_1687/D,setup_rising,0.143838,0.109534
EmInst_3013/EmInst_2712/EmInst_1744/CK,EmInst_3013/EmInst_2712/EmInst_1744/D,setup_rising,0.143733,0.109587
EmInst_2964/CK,EmInst_2964/D,setup_rising,0.160392,0.153847
EmInst_739/CK,EmInst_739/D,setup_rising,0.137598,0.083384
EmInst_3013/EmInst_2712/EmInst_1099/CK,EmInst_3013/EmInst_2712/EmInst_1099/E,setup_rising,0.271872,0.406474
EmInst_513/CK,EmInst_513/D,setup_rising,0.135467,0.169496
EmInst_3013/EmInst_2712/EmInst_1326/CK,EmInst_3013/EmInst_2712/EmInst_1326/D,setup_rising,0.105543,0.087031
EmInst_3013/EmInst_2712/EmInst_1475/CK,EmInst_3013/EmInst_2712/EmInst_1475/E,setup_rising,0.186331,0.297035
EmInst_3013/EmInst_2712/EmInst_1713/CK,EmInst_3013/EmInst_2712/EmInst_1713/D,setup_rising,0.143007,0.107461
EmInst_3013/EmInst_2712/EmInst_1412/CK,EmInst_3013/EmInst_2712/EmInst_1412/E,setup_rising,0.186333,0.298122
EmInst_3013/EmInst_2712/EmInst_1139/CK,EmInst_3013/EmInst_2712/EmInst_1139/D,setup_rising,0.252769,0.206858
EmInst_298/CK,EmInst_298/D,setup_rising,0.169199,0.158327
EmInst_3013/EmInst_2712/EmInst_1109/CK,EmInst_3013/EmInst_2712/EmInst_1109/D,setup_rising,0.279132,0.254252
EmInst_3013/EmInst_2712/EmInst_1454/CK,EmInst_3013/EmInst_2712/EmInst_1454/D,setup_rising,0.14188,0.104809
EmInst_3013/EmInst_2712/EmInst_1309/CK,EmInst_3013/EmInst_2712/EmInst_1309/E,setup_rising,0.180088,0.301251
EmInst_3013/EmInst_2712/EmInst_1321/CK,EmInst_3013/EmInst_2712/EmInst_1321/D,setup_rising,0.138695,0.097386
EmInst_3013/EmInst_2712/EmInst_1517/CK,EmInst_3013/EmInst_2712/EmInst_1517/D,setup_rising,0.137193,0.093918
EmInst_3013/EmInst_2712/EmInst_1141/CK,EmInst_3013/EmInst_2712/EmInst_1141/E,setup_rising,0.280288,0.397458
EmInst_3013/EmInst_2712/EmInst_1274/CK,EmInst_3013/EmInst_2712/EmInst_1274/E,setup_rising,0.183745,0.293664
EmInst_3013/EmInst_2712/EmInst_1331/CK,EmInst_3013/EmInst_2712/EmInst_1331/E,setup_rising,0.175049,0.302632
EmInst_3013/EmInst_2712/EmInst_1150/CK,EmInst_3013/EmInst_2712/EmInst_1150/D,setup_rising,0.250559,0.201547
EmInst_3013/EmInst_2712/EmInst_1708/CK,EmInst_3013/EmInst_2712/EmInst_1708/E,setup_rising,0.188352,0.295606
EmInst_3013/EmInst_2712/EmInst_1389/CK,EmInst_3013/EmInst_2712/EmInst_1389/D,setup_rising,0.107106,0.084154
EmInst_3013/EmInst_2712/EmInst_1327/CK,EmInst_3013/EmInst_2712/EmInst_1327/E,setup_rising,0.180905,0.292287
EmInst_3013/EmInst_2712/EmInst_1333/CK,EmInst_3013/EmInst_2712/EmInst_1333/D,setup_rising,0.141876,0.11034
EmInst_3013/EmInst_2712/EmInst_1256/CK,EmInst_3013/EmInst_2712/EmInst_1256/D,setup_rising,0.280748,0.258132
EmInst_3013/EmInst_2712/EmInst_1379/CK,EmInst_3013/EmInst_2712/EmInst_1379/E,setup_rising,0.1872,0.304683
EmInst_3013/EmInst_2712/EmInst_1179/CK,EmInst_3013/EmInst_2712/EmInst_1179/E,setup_rising,0.188899,0.299134
EmInst_302/CK,EmInst_302/D,setup_rising,0.160005,0.166135
EmInst_3013/EmInst_2712/EmInst_1365/CK,EmInst_3013/EmInst_2712/EmInst_1365/E,setup_rising,0.182581,0.306284
EmInst_3013/EmInst_2712/EmInst_1130/CK,EmInst_3013/EmInst_2712/EmInst_1130/E,setup_rising,0.175265,0.291411
EmInst_293/CK,EmInst_293/E,setup_rising,0.186165,0.310363
EmInst_3013/EmInst_2712/EmInst_1128/CK,EmInst_3013/EmInst_2712/EmInst_1128/E,setup_rising,0.280683,0.398021
EmInst_3013/EmInst_2712/EmInst_1119/CK,EmInst_3013/EmInst_2712/EmInst_1119/E,setup_rising,0.185055,0.303496
EmInst_3013/EmInst_2712/EmInst_1381/CK,EmInst_3013/EmInst_2712/EmInst_1381/D,setup_rising,0.142542,0.106398
